,Species,Zone,Tree,Tree.height,Tree.girth,Strata,Branch,Branch.length,Length,Width,Area,Petiole.length,Petiole.width,Herbivory,Stomata,Branchnum
909,Anogeissus latifolia,Dry Deciduous,22,10,52.8,Mid,3,NA,10.1,5.38,38.82,9.9,1.6,5,40,226
910,Anogeissus latifolia,Dry Deciduous,22,10,52.8,Mid,3,NA,5.97,3.15,15.71,5.6,1.1,3,40,226
911,Anogeissus latifolia,Dry Deciduous,22,10,52.8,Bottom,1,NA,8.2,3.52,24.21,7.3,1.3,2,60,221
912,Anogeissus latifolia,Dry Deciduous,22,10,52.8,Bottom,1,NA,8.39,3.95,26.83,6.7,1.5,5,60,221
913,Anogeissus latifolia,Dry Deciduous,22,10,52.8,Bottom,1,NA,8.42,3.8,26.21,NA,1.3,4,60,221
914,Anogeissus latifolia,Dry Deciduous,22,10,52.8,Bottom,1,NA,7.28,3.3,20.38,7.5,1.3,3,60,221
915,Anogeissus latifolia,Dry Deciduous,22,10,52.8,Bottom,1,NA,8.41,3.68,25.61,7.9,1.4,3,60,221
916,Anogeissus latifolia,Dry Deciduous,22,10,52.8,Bottom,2,NA,7.56,3.1,20.27,6.4,0.9,62,60,222
917,Anogeissus latifolia,Dry Deciduous,22,10,52.8,Bottom,2,NA,7.9,3.82,24.73,5.6,1.3,3,60,222
918,Anogeissus latifolia,Dry Deciduous,22,10,52.8,Bottom,2,NA,6.83,3.74,21.12,5.3,1.4,10,60,222
919,Anogeissus latifolia,Dry Deciduous,22,10,52.8,Bottom,2,NA,7.38,3.47,21.49,5.3,1.3,3,60,222
920,Anogeissus latifolia,Dry Deciduous,22,10,52.8,Bottom,2,NA,5.28,2.98,12.81,4.4,0.8,15,60,222
921,Anogeissus latifolia,Dry Deciduous,22,10,52.8,Bottom,3,NA,8.56,3.74,26.35,11.2,1.2,7,60,223
922,Anogeissus latifolia,Dry Deciduous,22,10,52.8,Bottom,3,NA,7.99,3.74,24.62,6.8,1.3,20,60,223
923,Anogeissus latifolia,Dry Deciduous,22,10,52.8,Bottom,3,NA,7.74,4.35,26.77,5.8,1.4,15,60,223
924,Anogeissus latifolia,Dry Deciduous,22,10,52.8,Bottom,3,NA,6.8,3.63,20.5,8.1,1.1,10,60,223
925,Anogeissus latifolia,Dry Deciduous,22,10,52.8,Bottom,3,NA,7.38,3.24,20.4,NA,1.1,14,60,223
926,Anogeissus latifolia,Dry Deciduous,23,NA,NA,Upper,1,NA,7.17,5.23,29.24,7.2,1.5,8,56,237
927,Anogeissus latifolia,Dry Deciduous,23,NA,NA,Upper,1,NA,7.25,5.16,29.15,6.4,1.4,10,56,237
928,Anogeissus latifolia,Dry Deciduous,23,NA,NA,Upper,1,NA,8.48,5.9,36.4,7.5,1.5,5,56,237
929,Anogeissus latifolia,Dry Deciduous,23,NA,NA,Upper,1,NA,7.56,5.22,30.37,5.8,1.4,20,56,237
930,Anogeissus latifolia,Dry Deciduous,23,NA,NA,Upper,1,NA,8.37,5.24,32.92,7.8,1.3,35,56,237
931,Anogeissus latifolia,Dry Deciduous,23,NA,NA,Upper,2,NA,8.67,5.68,35.92,5.9,1.5,7,56,238
932,Anogeissus latifolia,Dry Deciduous,23,NA,NA,Upper,2,NA,5.79,4.87,23.36,4.8,1.4,8,56,238
933,Anogeissus latifolia,Dry Deciduous,23,NA,NA,Upper,2,NA,8.8,5.99,37.79,7.2,1.9,4,56,238
934,Anogeissus latifolia,Dry Deciduous,23,NA,NA,Upper,2,NA,6.86,5.88,31.4,5.5,1.3,42,56,238
935,Anogeissus latifolia,Dry Deciduous,23,NA,NA,Upper,2,NA,6.27,5.92,29.81,5,1.2,39,56,238
936,Anogeissus latifolia,Dry Deciduous,23,NA,NA,Upper,3,NA,10.04,7.44,48.45,9.1,2.1,25,56,239
937,Anogeissus latifolia,Dry Deciduous,23,NA,NA,Upper,3,NA,10.66,7.28,49.56,8.4,1.7,27,56,239
938,Anogeissus latifolia,Dry Deciduous,23,NA,NA,Upper,3,NA,9.84,6.93,45.41,9.7,1.5,23,56,239
939,Anogeissus latifolia,Dry Deciduous,23,NA,NA,Upper,3,NA,8.69,6.23,38.6,8.6,1.6,10,56,239
940,Anogeissus latifolia,Dry Deciduous,23,NA,NA,Upper,3,NA,9.38,2.96,25.11,8.5,1.6,25,56,239
941,Anogeissus latifolia,Dry Deciduous,23,NA,NA,Mid,1,NA,6.83,4.46,24.55,7.2,1.4,15,80,234
942,Anogeissus latifolia,Dry Deciduous,23,NA,NA,Mid,1,NA,6.89,4.13,23.16,9.4,1.4,16,80,234
943,Anogeissus latifolia,Dry Deciduous,23,NA,NA,Mid,1,NA,5.29,3.77,16.6,4.7,1.3,0,80,234
944,Anogeissus latifolia,Dry Deciduous,23,NA,NA,Mid,1,NA,7.38,4.68,27.26,8.1,1.3,8,80,234
945,Anogeissus latifolia,Dry Deciduous,23,NA,NA,Mid,1,NA,8.65,6.4,39.29,8.1,1.8,10,80,234
946,Anogeissus latifolia,Dry Deciduous,23,NA,NA,Mid,2,NA,7.67,5.55,32.28,7.6,1.5,5,80,235
947,Anogeissus latifolia,Dry Deciduous,23,NA,NA,Mid,2,NA,7.75,5.79,33.66,6.4,1.6,20,80,235
948,Anogeissus latifolia,Dry Deciduous,23,NA,NA,Mid,2,NA,7.78,5.26,31.23,6.6,1.6,30,80,235
949,Anogeissus latifolia,Dry Deciduous,23,NA,NA,Mid,2,NA,4.11,3.69,12.66,5,1.3,15,80,235
950,Anogeissus latifolia,Dry Deciduous,23,NA,NA,Mid,2,NA,6.68,4.72,25.33,5.4,1.3,6,80,235
951,Anogeissus latifolia,Dry Deciduous,23,NA,NA,Mid,3,NA,6.09,5.39,26.74,6.7,1.5,5,80,236
952,Anogeissus latifolia,Dry Deciduous,23,NA,NA,Mid,3,NA,7.52,3.78,23.39,7.5,2.1,20,80,236
953,Anogeissus latifolia,Dry Deciduous,23,NA,NA,Mid,3,NA,6.2,4.67,23.64,5.2,1.4,12,80,236
954,Anogeissus latifolia,Dry Deciduous,23,NA,NA,Mid,3,NA,4.39,3.96,14.79,5.8,1.3,23,80,236
955,Anogeissus latifolia,Dry Deciduous,23,NA,NA,Mid,3,NA,7.13,4.93,27.69,6.5,1.6,15,80,236
956,Anogeissus latifolia,Dry Deciduous,23,NA,NA,Bottom,1,NA,6.23,3.72,19.21,6.3,1.1,30,54,231
957,Anogeissus latifolia,Dry Deciduous,23,NA,NA,Bottom,1,NA,9.74,5.8,39.73,7.5,1.8,20,54,231
958,Anogeissus latifolia,Dry Deciduous,23,NA,NA,Bottom,1,NA,6.64,4.03,21.92,6.5,1.1,15,54,231
959,Anogeissus latifolia,Dry Deciduous,23,NA,NA,Bottom,1,NA,7,5.9,31.92,6.3,1.4,40,54,231
960,Anogeissus latifolia,Dry Deciduous,23,NA,NA,Bottom,1,NA,8.48,5.64,35.16,6.1,1.4,44,54,231
961,Anogeissus latifolia,Dry Deciduous,23,NA,NA,Bottom,2,NA,9.52,6.84,44.02,6.2,1.8,58,54,232
962,Anogeissus latifolia,Dry Deciduous,23,NA,NA,Bottom,2,NA,11.06,7.79,53.2,10.4,2.3,8,54,232
963,Anogeissus latifolia,Dry Deciduous,23,NA,NA,Bottom,2,NA,9.55,7.57,47.59,8.2,2,20,54,232
964,Anogeissus latifolia,Dry Deciduous,23,NA,NA,Bottom,2,NA,11.29,7.49,52.47,9.4,2.3,18,54,232
965,Anogeissus latifolia,Dry Deciduous,23,NA,NA,Bottom,2,NA,8.44,7.16,42.28,6.8,1.8,28,54,232
966,Anogeissus latifolia,Dry Deciduous,23,NA,NA,Bottom,3,NA,7.39,4.15,24.76,5.4,1.4,15,54,233
967,Anogeissus latifolia,Dry Deciduous,23,NA,NA,Bottom,3,NA,7.61,4.95,29.24,6,1.5,12,54,233
968,Anogeissus latifolia,Dry Deciduous,23,NA,NA,Bottom,3,NA,5.67,5.1,24.09,5.3,1.4,10,54,233
969,Anogeissus latifolia,Dry Deciduous,23,NA,NA,Bottom,3,NA,6.24,4.06,20.86,5.3,1.2,25,54,233
970,Anogeissus latifolia,Dry Deciduous,23,NA,NA,Bottom,3,NA,5.23,3.52,15.23,5.8,1,70,54,233
971,Anogeissus latifolia,Dry Deciduous,24,7,33.7,Upper,1,NA,8.22,5.54,33.89,4.6,1.4,6,22,247
972,Anogeissus latifolia,Dry Deciduous,24,7,33.7,Upper,1,NA,7.36,5.35,30.39,7.3,1.4,5,22,247
973,Anogeissus latifolia,Dry Deciduous,24,7,33.7,Upper,1,NA,8.3,4.98,31.47,4.4,1.4,5,22,247
974,Anogeissus latifolia,Dry Deciduous,24,7,33.7,Upper,1,NA,7.6,3.84,23.92,4.5,1.3,25,22,247
975,Anogeissus latifolia,Dry Deciduous,24,7,33.7,Upper,1,NA,7.33,4.52,26.34,4.5,1.3,15,22,247
976,Anogeissus latifolia,Dry Deciduous,24,7,33.7,Upper,2,NA,4.98,3.38,13.81,4.1,0.8,25,22,248
977,Anogeissus latifolia,Dry Deciduous,24,7,33.7,Upper,2,NA,5.37,3.71,16.56,5.1,1,17,22,248
978,Anogeissus latifolia,Dry Deciduous,24,7,33.7,Upper,2,NA,7.74,4.95,29.63,5.6,1.3,25,22,248
979,Anogeissus latifolia,Dry Deciduous,24,7,33.7,Upper,2,NA,7.6,5.31,30.92,5.6,1.4,28,22,248
980,Anogeissus latifolia,Dry Deciduous,24,7,33.7,Upper,2,NA,7.73,4.15,25.79,5.1,1.3,15,22,248
981,Anogeissus latifolia,Dry Deciduous,24,7,33.7,Upper,3,NA,6.54,4.85,25.53,4.1,1.1,17,22,249
982,Anogeissus latifolia,Dry Deciduous,24,7,33.7,Upper,3,NA,6.66,5.65,29.7,4.4,1.3,2,22,249
983,Anogeissus latifolia,Dry Deciduous,24,7,33.7,Upper,3,NA,4.31,3.37,11.74,5.7,1,5,22,249
984,Anogeissus latifolia,Dry Deciduous,24,7,33.7,Upper,3,NA,7.73,4.48,27.36,NA,NA,30,22,249
985,Anogeissus latifolia,Dry Deciduous,24,7,33.7,Upper,3,NA,6.61,4.67,24.88,NA,NA,7,22,249
986,Anogeissus latifolia,Dry Deciduous,24,7,33.7,Mid,1,NA,6.1,3.75,18.96,4.3,1.3,2,50,244
987,Anogeissus latifolia,Dry Deciduous,24,7,33.7,Mid,1,NA,6.79,4.94,26.71,5.6,1.7,0,50,244
988,Anogeissus latifolia,Dry Deciduous,24,7,33.7,Mid,1,NA,5.37,3.3,14.61,4.3,1.1,0,50,244
989,Anogeissus latifolia,Dry Deciduous,24,7,33.7,Mid,1,NA,6.54,4.68,24.72,4.4,1.4,0,50,244
990,Anogeissus latifolia,Dry Deciduous,24,7,33.7,Mid,1,NA,5.12,2.99,12.37,3.5,1.6,0,50,244
991,Anogeissus latifolia,Dry Deciduous,24,7,33.7,Mid,2,NA,5.72,4.71,22.38,4.1,1,38,50,245
992,Anogeissus latifolia,Dry Deciduous,24,7,33.7,Mid,2,NA,3.97,3.73,12.42,3.7,0.8,10,50,245
993,Anogeissus latifolia,Dry Deciduous,24,7,33.7,Mid,2,NA,3.98,3.42,10.98,3.2,0.8,20,50,245
994,Anogeissus latifolia,Dry Deciduous,24,7,33.7,Mid,2,NA,6.06,4.2,20.98,6.5,1,15,50,245
995,Anogeissus latifolia,Dry Deciduous,24,7,33.7,Mid,2,NA,7.42,5.74,32.43,4.1,1.2,3,50,245
996,Anogeissus latifolia,Dry Deciduous,24,7,33.7,Mid,3,NA,6.25,4.44,22.7,5.2,1.4,7,50,246
997,Anogeissus latifolia,Dry Deciduous,24,7,33.7,Mid,3,NA,5.8,4.5,21.62,4.4,1,11,50,246
998,Anogeissus latifolia,Dry Deciduous,24,7,33.7,Mid,3,NA,6.69,4.68,25.17,4.1,1.3,8,50,246
999,Anogeissus latifolia,Dry Deciduous,24,7,33.7,Mid,3,NA,6.68,4.89,26.14,4.1,1.2,15,50,246
1000,Anogeissus latifolia,Dry Deciduous,24,7,33.7,Mid,3,NA,4.75,4.04,16.26,4.8,1.4,6,50,246
1001,Anogeissus latifolia,Dry Deciduous,24,7,33.7,Bottom,1,NA,7.22,4.36,25.25,5.1,1.4,8,42,241
1002,Anogeissus latifolia,Dry Deciduous,24,7,33.7,Bottom,1,NA,5.68,3.86,18.21,5.5,1.4,10,42,241
1003,Anogeissus latifolia,Dry Deciduous,24,7,33.7,Bottom,1,NA,3.8,3.51,10.86,3.7,0.9,3,42,241
1004,Anogeissus latifolia,Dry Deciduous,24,7,33.7,Bottom,1,NA,5.39,4.36,19.72,3.5,1,20,42,241
1005,Anogeissus latifolia,Dry Deciduous,24,7,33.7,Bottom,1,NA,6.26,5.76,29.02,4.5,1.1,22,42,241
1006,Anogeissus latifolia,Dry Deciduous,24,7,33.7,Bottom,2,NA,8.68,5.38,34.52,4.8,1.3,33,42,242
1007,Anogeissus latifolia,Dry Deciduous,24,7,33.7,Bottom,2,NA,8.31,5.9,35.88,6.9,1.6,0,42,242
1008,Anogeissus latifolia,Dry Deciduous,24,7,33.7,Bottom,2,NA,5.9,4.44,21.64,4.9,1.1,2,42,242
1009,Anogeissus latifolia,Dry Deciduous,24,7,33.7,Bottom,2,NA,7.43,4.91,28.5,3.2,1.2,15,42,242
1010,Anogeissus latifolia,Dry Deciduous,24,7,33.7,Bottom,2,NA,5.72,5.23,24.86,3.9,1.1,0,42,242
1011,Anogeissus latifolia,Dry Deciduous,24,7,33.7,Bottom,3,NA,6.52,5.08,26.56,3.7,1.3,8,42,243
1012,Anogeissus latifolia,Dry Deciduous,24,7,33.7,Bottom,3,NA,5.84,5.37,25.89,6.6,1.4,9,42,243
1013,Anogeissus latifolia,Dry Deciduous,24,7,33.7,Bottom,3,NA,7.34,5.06,28.95,NA,NA,2,42,243
1014,Anogeissus latifolia,Dry Deciduous,24,7,33.7,Bottom,3,NA,4.99,4.26,18.03,3.7,1.1,10,42,243
1015,Anogeissus latifolia,Dry Deciduous,24,7,33.7,Bottom,3,NA,7.64,4.38,26.61,5.9,1.5,5,42,243
1016,Anogeissus latifolia,Dry Deciduous,25,12,126.8,Upper,1,NA,11.85,5.56,44.96,9.2,1.8,35,54,257
1017,Anogeissus latifolia,Dry Deciduous,25,12,126.8,Upper,1,NA,6.43,4.66,24.29,6,1.4,0,54,257
1018,Anogeissus latifolia,Dry Deciduous,25,12,126.8,Upper,1,NA,10.7,6.21,44.58,6.9,1.8,21,54,257
1019,Anogeissus latifolia,Dry Deciduous,25,12,126.8,Upper,1,NA,4.76,3.08,11.71,5.2,1,0,54,257
1020,Anogeissus latifolia,Dry Deciduous,25,12,126.8,Upper,1,NA,10.88,6.43,46.18,7.4,2.1,10,54,257
1021,Anogeissus latifolia,Dry Deciduous,25,12,126.8,Upper,2,NA,13.36,8.4,63.06,7.3,1.8,8,54,258
1022,Anogeissus latifolia,Dry Deciduous,25,12,126.8,Upper,2,NA,13.01,9.32,66.38,6,2,22,54,258
1023,Anogeissus latifolia,Dry Deciduous,25,12,126.8,Upper,2,NA,11,5.66,42.87,6.4,1.4,25,54,258
1024,Anogeissus latifolia,Dry Deciduous,25,12,126.8,Upper,2,NA,8.81,5.32,34.63,7.4,1.4,5,54,258
1025,Anogeissus latifolia,Dry Deciduous,25,12,126.8,Upper,2,NA,8.73,5.62,35.82,5.7,1.5,0,54,258
1026,Anogeissus latifolia,Dry Deciduous,25,12,126.8,Upper,3,NA,10.73,5.43,40.96,NA,NA,5,54,259
1027,Anogeissus latifolia,Dry Deciduous,25,12,126.8,Upper,3,NA,9.52,5.84,39.25,7.5,1.7,7,54,259
1028,Anogeissus latifolia,Dry Deciduous,25,12,126.8,Upper,3,NA,8.73,5.57,35.58,9.5,1.6,0,54,259
1029,Anogeissus latifolia,Dry Deciduous,25,12,126.8,Upper,3,NA,9.94,4.93,36.19,NA,NA,13,54,259
1030,Anogeissus latifolia,Dry Deciduous,25,12,126.8,Upper,3,NA,9.55,5.88,39.53,7,1.6,8,54,259
1031,Anogeissus latifolia,Dry Deciduous,25,12,126.8,Mid,1,NA,9.02,5.5,36.12,7.1,1.7,5,44,254
1032,Anogeissus latifolia,Dry Deciduous,25,12,126.8,Mid,1,NA,10.62,6.15,44.06,8.9,1.8,2,44,254
1033,Anogeissus latifolia,Dry Deciduous,25,12,126.8,Mid,1,NA,8.98,6.04,38.57,7.9,1.6,0,44,254
1034,Anogeissus latifolia,Dry Deciduous,25,12,126.8,Mid,1,NA,5.91,3.1,15.29,5.1,1,3,44,254
1035,Anogeissus latifolia,Dry Deciduous,25,12,126.8,Mid,1,NA,4.58,3.18,11.65,5.2,1.1,0,44,254
1036,Anogeissus latifolia,Dry Deciduous,25,12,126.8,Mid,2,NA,11.15,6.29,46.33,8.2,1.5,13,44,255
1037,Anogeissus latifolia,Dry Deciduous,25,12,126.8,Mid,2,NA,9.92,5.9,40.75,7.3,1.5,29,44,255
1038,Anogeissus latifolia,Dry Deciduous,25,12,126.8,Mid,2,NA,10.62,5.8,42.39,7.6,1.4,2,44,255
1039,Anogeissus latifolia,Dry Deciduous,25,12,126.8,Mid,2,NA,9.66,4.87,35.06,8,1.3,12,44,255
1040,Anogeissus latifolia,Dry Deciduous,25,12,126.8,Mid,2,NA,10.39,4.77,36.79,8.1,1.4,10,44,255
1041,Anogeissus latifolia,Dry Deciduous,25,12,126.8,Mid,3,NA,7.08,6.18,33.5,7.1,1.7,1,44,256
1042,Anogeissus latifolia,Dry Deciduous,25,12,126.8,Mid,3,NA,6.83,5.64,30.17,5,1.3,0,44,256
1043,Anogeissus latifolia,Dry Deciduous,25,12,126.8,Mid,3,NA,9.64,6.6,43.24,6.7,1.9,0,44,256
1044,Anogeissus latifolia,Dry Deciduous,25,12,126.8,Mid,3,NA,9.74,6.53,43.21,9.6,1.9,16,44,256
1045,Anogeissus latifolia,Dry Deciduous,25,12,126.8,Mid,3,NA,7.87,4.38,27.31,7,1.5,10,44,256
1046,Anogeissus latifolia,Dry Deciduous,25,12,126.8,Bottom,1,NA,8.36,5.18,32.6,6.9,1.5,0,56,251
1047,Anogeissus latifolia,Dry Deciduous,25,12,126.8,Bottom,1,NA,9.04,6.64,41.61,6.7,1.7,9,56,251
1048,Anogeissus latifolia,Dry Deciduous,25,12,126.8,Bottom,1,NA,8.23,5.01,31.4,6.8,1.6,4,56,251
1049,Anogeissus latifolia,Dry Deciduous,25,12,126.8,Bottom,1,NA,6.46,6.08,31.15,6.9,1.7,0,56,251
1050,Anogeissus latifolia,Dry Deciduous,25,12,126.8,Bottom,1,NA,8.09,4.48,28.45,7.6,1.4,10,56,251
1051,Anogeissus latifolia,Dry Deciduous,25,12,126.8,Bottom,2,NA,12.63,7.73,57.66,7.9,2,20,56,252
1052,Anogeissus latifolia,Dry Deciduous,25,12,126.8,Bottom,2,NA,7.06,4.4,24.96,4.3,1.4,21,56,252
1053,Anogeissus latifolia,Dry Deciduous,25,12,126.8,Bottom,2,NA,8.23,3.02,21.92,6.3,1.5,15,56,252
1054,Anogeissus latifolia,Dry Deciduous,25,12,126.8,Bottom,2,NA,10.52,7.03,47.95,6.4,2.1,0,56,252
1055,Anogeissus latifolia,Dry Deciduous,25,12,126.8,Bottom,2,NA,11.83,7.06,52.05,8.5,2.2,18,56,252
1056,Anogeissus latifolia,Dry Deciduous,25,12,126.8,Bottom,3,NA,6.14,4.66,23.41,5.3,1,15,56,253
1057,Anogeissus latifolia,Dry Deciduous,25,12,126.8,Bottom,3,NA,10.54,6.47,45.34,5.9,1.9,5,56,253
1058,Anogeissus latifolia,Dry Deciduous,25,12,126.8,Bottom,3,NA,9.85,5.4,38.15,7.4,1.5,10,56,253
1059,Anogeissus latifolia,Dry Deciduous,25,12,126.8,Bottom,3,NA,9.66,7.27,46.49,7.3,1.8,8,56,253
1060,Anogeissus latifolia,Dry Deciduous,25,12,126.8,Bottom,3,NA,11.19,6.96,49.64,5.7,1.8,3,56,253
1061,Anogeissus latifolia,Moist Deciduous,26,9,60,Upper,1,NA,8.46,4.93,31.71,9.8,1.2,10,60,267
1062,Anogeissus latifolia,Moist Deciduous,26,9,60,Upper,1,NA,8.01,4.33,27.49,8.2,1.1,2,60,267
1063,Anogeissus latifolia,Moist Deciduous,26,9,60,Upper,1,NA,5.86,3.77,18.33,7.5,0.8,0,60,267
1064,Anogeissus latifolia,Moist Deciduous,26,9,60,Upper,1,NA,8.21,4.84,30.53,8.9,1,15,60,267
1065,Anogeissus latifolia,Moist Deciduous,26,9,60,Upper,1,NA,6.89,4.84,26.54,6.9,1,12,60,267
1066,Anogeissus latifolia,Moist Deciduous,26,9,60,Upper,2,NA,9.62,4.67,33.98,8.7,1,8,60,268
1067,Anogeissus latifolia,Moist Deciduous,26,9,60,Upper,2,NA,7.05,4.21,24.02,8.4,1,12,60,268
1068,Anogeissus latifolia,Moist Deciduous,26,9,60,Upper,2,NA,8.43,4.72,30.62,9.5,1.1,3,60,268
1069,Anogeissus latifolia,Moist Deciduous,26,9,60,Upper,2,NA,6.53,4.42,23.45,8.6,1,2,60,268
1070,Anogeissus latifolia,Moist Deciduous,26,9,60,Upper,2,NA,5.79,4.34,20.83,7,1.3,5,60,268
1071,Anogeissus latifolia,Moist Deciduous,26,9,60,Upper,3,NA,8.79,4.56,30.95,8.2,1.1,10,60,269
1072,Anogeissus latifolia,Moist Deciduous,26,9,60,Upper,3,NA,6.3,4.29,22.13,7.7,0.9,0,60,269
1073,Anogeissus latifolia,Moist Deciduous,26,9,60,Upper,3,NA,9.38,5,34.83,8.5,1.1,8,60,269
1074,Anogeissus latifolia,Moist Deciduous,26,9,60,Upper,3,NA,6.08,4.93,24.52,9.4,1,20,60,269
1075,Anogeissus latifolia,Moist Deciduous,26,9,60,Upper,3,NA,4.63,3.05,11.18,7.3,0.7,0,60,269
1076,Anogeissus latifolia,Moist Deciduous,26,9,60,Mid,1,NA,7.87,4.71,28.88,7.3,1,5,52,264
1077,Anogeissus latifolia,Moist Deciduous,26,9,60,Mid,1,NA,9.44,4.31,31.72,7.1,0.9,10,52,264
1078,Anogeissus latifolia,Moist Deciduous,26,9,60,Mid,1,NA,5.5,3.89,17.81,6.7,0.9,15,52,264
1079,Anogeissus latifolia,Moist Deciduous,26,9,60,Mid,1,NA,7.97,5.04,30.76,7.8,1.2,0,52,264
1080,Anogeissus latifolia,Moist Deciduous,26,9,60,Mid,1,NA,7.67,4.89,29.13,8.9,1,5,52,264
1081,Anogeissus latifolia,Moist Deciduous,26,9,60,Mid,2,NA,8.71,5.22,33.85,6.5,1.3,12,52,265
1082,Anogeissus latifolia,Moist Deciduous,26,9,60,Mid,2,NA,9.92,5.75,40.03,6.8,1.4,15,52,265
1083,Anogeissus latifolia,Moist Deciduous,26,9,60,Mid,2,NA,6.7,4.62,24.92,7.4,1.3,6,52,265
1084,Anogeissus latifolia,Moist Deciduous,26,9,60,Mid,2,NA,8.89,5.61,36.25,6.7,1.4,8,52,265
1085,Anogeissus latifolia,Moist Deciduous,26,9,60,Mid,2,NA,9.28,5,34.53,8.4,1.4,10,52,265
1086,Anogeissus latifolia,Moist Deciduous,26,9,60,Mid,3,NA,10.32,5.89,41.91,8,1.5,2,52,266
1087,Anogeissus latifolia,Moist Deciduous,26,9,60,Mid,3,NA,7.51,4.89,28.65,8.2,1.3,2,52,266
1088,Anogeissus latifolia,Moist Deciduous,26,9,60,Mid,3,NA,9.18,3.67,27.89,8.3,1.2,6,52,266
1089,Anogeissus latifolia,Moist Deciduous,26,9,60,Mid,3,NA,10.01,5.04,36.92,8.1,1.6,8,52,266
1090,Anogeissus latifolia,Moist Deciduous,26,9,60,Mid,3,NA,8.33,4.22,27.94,6.5,1,20,52,266
1091,Anogeissus latifolia,Moist Deciduous,26,9,60,Bottom,1,NA,10.09,5.19,37.88,8.4,1.4,10,48,261
1092,Anogeissus latifolia,Moist Deciduous,26,9,60,Bottom,1,NA,8.61,5.86,36.6,9.6,1.5,8,48,261
1093,Anogeissus latifolia,Moist Deciduous,26,9,60,Bottom,1,NA,10.71,5.34,40.47,9.2,1.6,5,48,261
1094,Anogeissus latifolia,Moist Deciduous,26,9,60,Bottom,1,NA,10.26,4.71,36.11,6.9,1.4,20,48,261
1095,Anogeissus latifolia,Moist Deciduous,26,9,60,Bottom,1,NA,8.82,5.42,35.14,7.5,1.6,8,48,261
1096,Anogeissus latifolia,Moist Deciduous,26,9,60,Bottom,2,NA,6.07,4.42,22.06,7.8,1.2,5,48,262
1097,Anogeissus latifolia,Moist Deciduous,26,9,60,Bottom,2,NA,6.22,3.74,19.27,7.8,0.9,15,48,262
1098,Anogeissus latifolia,Moist Deciduous,26,9,60,Bottom,2,NA,7.28,4.17,24.53,8.7,1,12,48,262
1099,Anogeissus latifolia,Moist Deciduous,26,9,60,Bottom,2,NA,8.03,3.96,25.79,7.4,1,8,48,262
1100,Anogeissus latifolia,Moist Deciduous,26,9,60,Bottom,2,NA,5.13,5.35,23.65,7.9,1,20,48,262
1101,Anogeissus latifolia,Moist Deciduous,26,9,60,Bottom,3,NA,9.59,4.41,32.65,9.3,1.3,2,48,263
1102,Anogeissus latifolia,Moist Deciduous,26,9,60,Bottom,3,NA,10.44,5.06,38.32,9,1.3,5,48,263
1103,Anogeissus latifolia,Moist Deciduous,26,9,60,Bottom,3,NA,6.4,3.89,20.53,7.4,1.2,5,48,263
1104,Anogeissus latifolia,Moist Deciduous,26,9,60,Bottom,3,NA,7.82,3.85,24.63,6.3,1.1,3,48,263
1105,Anogeissus latifolia,Moist Deciduous,26,9,60,Bottom,3,NA,6.53,4.06,21.73,6.2,1.1,15,48,263
1106,Anogeissus latifolia,Moist Deciduous,27,10,62.5,Upper,1,NA,7.24,4.76,27.22,6.9,1,0,66,277
1107,Anogeissus latifolia,Moist Deciduous,27,10,62.5,Upper,1,NA,4.48,3.66,13.63,5.9,1,0,66,277
1108,Anogeissus latifolia,Moist Deciduous,27,10,62.5,Upper,1,NA,6.72,4.15,22.74,5.6,1,0,66,277
1109,Anogeissus latifolia,Moist Deciduous,27,10,62.5,Upper,1,NA,7.18,4.87,27.56,6.7,1.2,3,66,277
1110,Anogeissus latifolia,Moist Deciduous,27,10,62.5,Upper,1,NA,8.6,5.06,32.76,8.1,1.3,30,66,277
1111,Anogeissus latifolia,Moist Deciduous,27,10,62.5,Upper,2,NA,4.87,3.98,16.33,6.5,1.2,13,66,278
1112,Anogeissus latifolia,Moist Deciduous,27,10,62.5,Upper,2,NA,7.09,5.2,28.86,5.5,1.4,3,66,278
1113,Anogeissus latifolia,Moist Deciduous,27,10,62.5,Upper,2,NA,7.53,4.97,29.09,6,1.4,0,66,278
1114,Anogeissus latifolia,Moist Deciduous,27,10,62.5,Upper,2,NA,7.71,5.14,30.45,5.7,1.4,20,66,278
1115,Anogeissus latifolia,Moist Deciduous,27,10,62.5,Upper,2,NA,8.14,5.3,32.51,7,1.4,15,66,278
1116,Anogeissus latifolia,Moist Deciduous,27,10,62.5,Upper,3,NA,8.02,5.46,32.91,9.2,1.6,2,66,279
1117,Anogeissus latifolia,Moist Deciduous,27,10,62.5,Upper,3,NA,8.84,5.74,36.72,8.1,1.4,18,66,279
1118,Anogeissus latifolia,Moist Deciduous,27,10,62.5,Upper,3,NA,5.36,3.98,17.82,7.4,0.9,12,66,279
1119,Anogeissus latifolia,Moist Deciduous,27,10,62.5,Upper,3,NA,7.04,5.22,28.8,6.6,1.6,2,66,279
1120,Anogeissus latifolia,Moist Deciduous,27,10,62.5,Upper,3,NA,6.76,4.22,23.19,8.1,1.4,0,66,279
1121,Anogeissus latifolia,Moist Deciduous,27,10,62.5,Mid,1,NA,6.84,4.29,23.77,5.9,1,15,74,274
1122,Anogeissus latifolia,Moist Deciduous,27,10,62.5,Mid,1,NA,7.85,5.35,31.87,7.5,1.2,8,74,274
